{'838517446269087745': {'fullname': b'Ayesha Khalid', 'timestamp': '2017-03-05 22:31:52', 'user': 'ayesshakhalid', 'replies': '1', 'likes': '3', 'retweets': '0'}}
{'861557917828341760': {'fullname': b'sajid khan', 'timestamp': '2017-05-08 12:26:29', 'user': 'sanwar084', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'861557349688893440': {'fullname': b'Sh0ki Khan', 'timestamp': '2017-05-08 12:24:13', 'user': 'Sh0kiK', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'861552163209846786': {'fullname': b'PMeducationreforms', 'timestamp': '2017-05-08 12:03:37', 'user': 'PMER_100', 'replies': '1', 'likes': '39', 'retweets': '24'}}
{'861549971765551105': {'fullname': b'Aniha Anam Chaudhary', 'timestamp': '2017-05-08 11:54:54', 'user': 'anihachaudhry', 'replies': '1', 'likes': '13', 'retweets': '2'}}
{'861548769422200832': {'fullname': b'Aniha Anam Chaudhary', 'timestamp': '2017-05-08 11:50:08', 'user': 'anihachaudhry', 'replies': '56', 'likes': '93', 'retweets': '9'}}
{'861547716396167168': {'fullname': b'Aabid Malik', 'timestamp': '2017-05-08 11:45:57', 'user': 'aabidgee', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'861529063760023553': {'fullname': b'meiraj', 'timestamp': '2017-05-08 10:31:49', 'user': 'meirajhaq', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'855893732935307265': {'fullname': b'Rana Saqib Saeed', 'timestamp': '2017-04-22 21:19:02', 'user': 'ranasaqibsaeed', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'855883369963372544': {'fullname': b'Ali Thaheem', 'timestamp': '2017-04-22 20:37:51', 'user': 'alithaheem', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'855824920290439172': {'fullname': b'Sarmad', 'timestamp': '2017-04-22 16:45:36', 'user': 'NonchalantFella', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'855764124449607680': {'fullname': b'Rana Saqib Saeed', 'timestamp': '2017-04-22 12:44:01', 'user': 'ranasaqibsaeed', 'replies': '0', 'likes': '2', 'retweets': '2'}}
{'855717356999385089': {'fullname': b'Maleeha Manzoor', 'timestamp': '2017-04-22 09:38:11', 'user': 'MaleehaManzoor', 'replies': '8', 'likes': '90', 'retweets': '74'}}
{'855689277203767296': {'fullname': b'ArisTurtle\xc2\xa0\xf0\x9f\x87\xb5\xf0\x9f\x87\xb0', 'timestamp': '2017-04-22 07:46:36', 'user': 'Em__Aar', 'replies': '0', 'likes': '7', 'retweets': '1'}}
{'855682381906231296': {'fullname': b'Assad Zulfiqar Khan', 'timestamp': '2017-04-22 07:19:12', 'user': 'pseudorebel', 'replies': '2', 'likes': '181', 'retweets': '98'}}
{'855669629976535040': {'fullname': b'Asad', 'timestamp': '2017-04-22 06:28:32', 'user': 'asadkrt', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'855460776827604993': {'fullname': b'Arshad Malik \xc2\xa0\xf0\x9f\x87\xb5\xf0\x9f\x87\xb0', 'timestamp': '2017-04-21 16:38:37', 'user': 'arshadmmalik', 'replies': '0', 'likes': '4', 'retweets': '5'}}
{'855457874327158784': {'fullname': b'Rana Saqib Saeed', 'timestamp': '2017-04-21 16:27:05', 'user': 'ranasaqibsaeed', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'855404281738014720': {'fullname': b'\xd9\x86 \xd9\x84\xdb\x8c\xda\xaf\xdb\x8c', 'timestamp': '2017-04-21 12:54:08', 'user': 'mianmudassar662', 'replies': '0', 'likes': '1', 'retweets': '0'}}
{'855280691247849472': {'fullname': b'Disqualified Butt', 'timestamp': '2017-04-21 04:43:01', 'user': 'abubakr7411', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'855248212365639680': {'fullname': b'Sheikh Saeed', 'timestamp': '2017-04-21 02:33:58', 'user': 'saeed_shm', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'855240300683444225': {'fullname': b'Dr Humma Saeef', 'timestamp': '2017-04-21 02:02:31', 'user': 'HummaSaif', 'replies': '5', 'likes': '37', 'retweets': '13'}}
{'855224989678583808': {'fullname': b'Dr Humma Saeef', 'timestamp': '2017-04-21 01:01:41', 'user': 'HummaSaif', 'replies': '1', 'likes': '6', 'retweets': '2'}}
{'855219430644523008': {'fullname': b'Ali Raza', 'timestamp': '2017-04-21 00:39:36', 'user': 'Hawai_firing', 'replies': '1', 'likes': '2', 'retweets': '0'}}
{'855180994936270848': {'fullname': b'Shahvaiz Magsi, MD', 'timestamp': '2017-04-20 22:06:52', 'user': 'Dr_S90', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'855158278338293760': {'fullname': b'Syeda Shehla \xc2\xa0\xf0\x9f\x90\x86', 'timestamp': '2017-04-20 20:36:36', 'user': 'syedams1', 'replies': '0', 'likes': '1', 'retweets': '0'}}
{'855150391599792129': {'fullname': b'R@miz', 'timestamp': '2017-04-20 20:05:15', 'user': 'Opto_Bot', 'replies': '1', 'likes': '0', 'retweets': '0'}}
{'881970483490689024': {'fullname': b'Lord Commander', 'timestamp': '2017-07-03 20:18:44', 'user': 'ibrar_kha', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'881870467795234817': {'fullname': b'Qalbe Abbas', 'timestamp': '2017-07-03 13:41:18', 'user': 'qalbe105', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'881802025637482496': {'fullname': b'Shahjahan Shaikh', 'timestamp': '2017-07-03 09:09:20', 'user': 'ShaikhShahjahan', 'replies': '0', 'likes': '3', 'retweets': '2'}}
{'881678507964719104': {'fullname': b'Spartacus Asli Wala', 'timestamp': '2017-07-03 00:58:31', 'user': 'SpartacusAsli', 'replies': '0', 'likes': '0', 'retweets': '1'}}
{'881666825343381505': {'fullname': b'Rizwan Raza', 'timestamp': '2017-07-03 00:12:06', 'user': 'crisspyguy', 'replies': '0', 'likes': '2', 'retweets': '0'}}
{'881374554534412289': {'fullname': b'Taseer Ali', 'timestamp': '2017-07-02 04:50:43', 'user': 'TaseerAli99', 'replies': '0', 'likes': '0', 'retweets': '1'}}
{'881371219882147840': {'fullname': b'Saima Farooq', 'timestamp': '2017-07-02 04:37:28', 'user': 'SaimaFarooq', 'replies': '3', 'likes': '76', 'retweets': '26'}}
{'880907824724938752': {'fullname': b'Jia Kamal', 'timestamp': '2017-06-30 21:56:06', 'user': 'Jyamummy', 'replies': '0', 'likes': '0', 'retweets': '1'}}
{'880906538243813377': {'fullname': b'Jia Kamal', 'timestamp': '2017-06-30 21:50:59', 'user': 'Jyamummy', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'880871527075508224': {'fullname': b'\xd8\xaf\xdb\x8c\xd8\xb3\xdb\x8c \xd9\x85\xd8\xb1\xd8\xba', 'timestamp': '2017-06-30 19:31:52', 'user': 'Hamayun84', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'880788597724528643': {'fullname': b'iftiee', 'timestamp': '2017-06-30 14:02:20', 'user': 'iftieeee', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'880563501126660096': {'fullname': b'Syeda Shehla \xc2\xa0\xf0\x9f\x90\x86', 'timestamp': '2017-06-29 23:07:53', 'user': 'syedams1', 'replies': '0', 'likes': '1', 'retweets': '0'}}
{'880507093530411009': {'fullname': b'Nadeem Sarwar', 'timestamp': '2017-06-29 19:23:44', 'user': 'nadeemsar11', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'880475303470039040': {'fullname': b'Zameer Ahmed Malik', 'timestamp': '2017-06-29 17:17:25', 'user': 'ZameerAMalik', 'replies': '1', 'likes': '9', 'retweets': '3'}}
{'880446779149496320': {'fullname': b'Ali Thaheem', 'timestamp': '2017-06-29 15:24:04', 'user': 'alithaheem', 'replies': '0', 'likes': '12', 'retweets': '11'}}
{'880137234401419264': {'fullname': b'\xd9\xbe\xdb\x8c\xd9\x86\xda\x88\xd9\x88 \xd8\xa7\xd9\x86\xd8\xb5\xd8\xa7\xd9\x81\xdb\x8c\xd9\x86', 'timestamp': '2017-06-28 18:54:03', 'user': 'yousaf9211', 'replies': '0', 'likes': '3', 'retweets': '3'}}
{'880109527764533249': {'fullname': b'Urdu Shayeri', 'timestamp': '2017-06-28 17:03:57', 'user': 'urdu_Shayeri', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'879778264897789952': {'fullname': b'\xd8\xad\xd8\xb1\xdb\x8c\xd9\x85', 'timestamp': '2017-06-27 19:07:38', 'user': 'HareemAzher', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'879742108881477632': {'fullname': b'Spartacus Asli Wala', 'timestamp': '2017-06-27 16:43:58', 'user': 'SpartacusAsli', 'replies': '0', 'likes': '3', 'retweets': '1'}}
{'879682652013563904': {'fullname': b'AgainstAllOdds', 'timestamp': '2017-06-27 12:47:42', 'user': 'MaonBillii', 'replies': '0', 'likes': '3', 'retweets': '0'}}
{'939960534031532033': {'fullname': b'Syeda Shehla \xc2\xa0\xf0\x9f\x90\x86', 'timestamp': '2017-12-10 20:50:29', 'user': 'syedams1', 'replies': '0', 'likes': '7', 'retweets': '3'}}
{'939958727972618242': {'fullname': b'Syeda Shehla \xc2\xa0\xf0\x9f\x90\x86', 'timestamp': '2017-12-10 20:43:18', 'user': 'syedams1', 'replies': '0', 'likes': '2', 'retweets': '0'}}
{'939937975932280832': {'fullname': b'CyberForcePMLN', 'timestamp': '2017-12-10 19:20:51', 'user': 'CyberForcePMLN', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'939927979735638017': {'fullname': b'\xe2\x80\x8e Af\xcd\x9fa\xcd\x9eq\xcd\x9e~A\xcd\x9eh\xcd\x9fm\xcd\x9ea\xcd\x9ed\xcd\x9f', 'timestamp': '2017-12-10 18:41:08', 'user': 'Afaq__Ahmad', 'replies': '1', 'likes': '50', 'retweets': '23'}}
{'939884271149506560': {'fullname': b'Dr Humma Saeef', 'timestamp': '2017-12-10 15:47:27', 'user': 'HummaSaif', 'replies': '2', 'likes': '83', 'retweets': '27'}}
{'939876412718309378': {'fullname': b'MUHAMMAD ADNAN KHAN', 'timestamp': '2017-12-10 15:16:13', 'user': 'adnansensitive', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'939793653689700352': {'fullname': b'Irfan Afridi', 'timestamp': '2017-12-10 09:47:22', 'user': 'IrfanAfridi85', 'replies': '0', 'likes': '2', 'retweets': '2'}}
{'939765565459255297': {'fullname': b'Moaz Ahmad', 'timestamp': '2017-12-10 07:55:45', 'user': 'moazahmed977', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'939749366822191104': {'fullname': b'#N/A', 'timestamp': '2017-12-10 06:51:23', 'user': 'Aphlatooon', 'replies': '1', 'likes': '21', 'retweets': '5'}}
{'939727455895552005': {'fullname': b'Usman', 'timestamp': '2017-12-10 05:24:19', 'user': 'UsmanTehseen', 'replies': '0', 'likes': '1', 'retweets': '0'}}
{'939538941430173696': {'fullname': b'Irfan Afridi', 'timestamp': '2017-12-09 16:55:14', 'user': 'IrfanAfridi85', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'939453218345668609': {'fullname': b'\xe2\x80\x8e Af\xcd\x9fa\xcd\x9eq\xcd\x9e~A\xcd\x9eh\xcd\x9fm\xcd\x9ea\xcd\x9ed\xcd\x9f', 'timestamp': '2017-12-09 11:14:36', 'user': 'Afaq__Ahmad', 'replies': '0', 'likes': '110', 'retweets': '45'}}
{'939435814697783296': {'fullname': b'\xda\x86\xd9\x88\xd8\xaf\xda\xbe\xd8\xb1\xdb\x8c \xd9\x88\xd8\xb3\xdb\x8c\xd9\x85 \xd8\xb9\xd8\xb8\xd9\x85\xd8\xaa', 'timestamp': '2017-12-09 10:05:26', 'user': 'WaseemAzmet', 'replies': '2', 'likes': '25', 'retweets': '13'}}
{'939220170085732352': {'fullname': b'fatimazulfiqar', 'timestamp': '2017-12-08 19:48:33', 'user': 'fatimazulfiqar4', 'replies': '1', 'likes': '4', 'retweets': '2'}}
{'939006995339788288': {'fullname': b'iaamna', 'timestamp': '2017-12-08 05:41:28', 'user': 'AamnaSarim', 'replies': '0', 'likes': '6', 'retweets': '2'}}
{'938689916493541376': {'fullname': b'Hamza Nazim\xc2\xa0\xf0\x9f\x92\xad', 'timestamp': '2017-12-07 08:41:30', 'user': 'tuchezee', 'replies': '0', 'likes': '9', 'retweets': '7'}}
{'938668194486726656': {'fullname': b'Mian Awais PMLN', 'timestamp': '2017-12-07 07:15:11', 'user': 'MianAwaisPMLN1', 'replies': '0', 'likes': '2', 'retweets': '1'}}
{'938512167774584834': {'fullname': b'ZM', 'timestamp': '2017-12-06 20:55:12', 'user': 'ZeshanMalick', 'replies': '0', 'likes': '7', 'retweets': '3'}}
{'938480721529856000': {'fullname': b'Jia Kamal', 'timestamp': '2017-12-06 18:50:14', 'user': 'Jyamummy', 'replies': '0', 'likes': '1', 'retweets': '1'}}
{'938434607556554752': {'fullname': b'Adnan Zaheer Khawaja', 'timestamp': '2017-12-06 15:47:00', 'user': 'Adnan_Zaheer', 'replies': '0', 'likes': '1', 'retweets': '0'}}
{'931268139559608321': {'fullname': b'Basit Ahmad', 'timestamp': '2017-11-16 21:10:01', 'user': 'Basitahmad_', 'replies': '1', 'likes': '0', 'retweets': '0'}}
{'931152869469933568': {'fullname': b'Naveed Asghar.', 'timestamp': '2017-11-16 13:31:58', 'user': 'NA_Bodla', 'replies': '0', 'likes': '3', 'retweets': '3'}}
{'931119356569796609': {'fullname': b'HAMZA ALI KHAAN', 'timestamp': '2017-11-16 11:18:48', 'user': 'hamzakhan_siyal', 'replies': '0', 'likes': '21', 'retweets': '10'}}
{'931101616798928896': {'fullname': b'AB\xc2\xa0\xe2\x9a\x93', 'timestamp': '2017-11-16 10:08:19', 'user': 'itsCaptainAB', 'replies': '3', 'likes': '2', 'retweets': '3'}}
{'931049279799676928': {'fullname': b'Asim', 'timestamp': '2017-11-16 06:40:21', 'user': 'Asim4pakistan', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'931039255333306368': {'fullname': b'AB\xc2\xa0\xe2\x9a\x93', 'timestamp': '2017-11-16 06:00:31', 'user': 'itsCaptainAB', 'replies': '1', 'likes': '1', 'retweets': '2'}}
{'931036010846281728': {'fullname': b'Hulk Hogan', 'timestamp': '2017-11-16 05:47:37', 'user': 'Hulk59144617', 'replies': '0', 'likes': '1', 'retweets': '1'}}
{'930913813016268802': {'fullname': b'AB\xc2\xa0\xe2\x9a\x93', 'timestamp': '2017-11-15 21:42:03', 'user': 'itsCaptainAB', 'replies': '0', 'likes': '1', 'retweets': '2'}}
{'930912352295415808': {'fullname': b'AB\xc2\xa0\xe2\x9a\x93', 'timestamp': '2017-11-15 21:36:14', 'user': 'itsCaptainAB', 'replies': '0', 'likes': '1', 'retweets': '2'}}
{'930910683256053760': {'fullname': b'Sheep', 'timestamp': '2017-11-15 21:29:37', 'user': 'Another__Sheep', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'930909733837516800': {'fullname': b'AB\xc2\xa0\xe2\x9a\x93', 'timestamp': '2017-11-15 21:25:50', 'user': 'itsCaptainAB', 'replies': '1', 'likes': '1', 'retweets': '1'}}
{'930907279129501697': {'fullname': b'AB\xc2\xa0\xe2\x9a\x93', 'timestamp': '2017-11-15 21:16:05', 'user': 'itsCaptainAB', 'replies': '0', 'likes': '1', 'retweets': '1'}}
{'930905138432237569': {'fullname': b'AB\xc2\xa0\xe2\x9a\x93', 'timestamp': '2017-11-15 21:07:35', 'user': 'itsCaptainAB', 'replies': '0', 'likes': '2', 'retweets': '3'}}
{'930876148732579840': {'fullname': b'\xd8\xb9\xd9\x85\xd8\xb1\xd8\xa7\xd9\x86 \xd8\xb1\xd8\xa7\xd8\xa4', 'timestamp': '2017-11-15 19:12:23', 'user': 'raoimran553', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'930875209179189254': {'fullname': b'AB\xc2\xa0\xe2\x9a\x93', 'timestamp': '2017-11-15 19:08:39', 'user': 'itsCaptainAB', 'replies': '2', 'likes': '3', 'retweets': '2'}}
{'930866309642014733': {'fullname': b'\xda\x88\xd9\x86\xda\x88\xd8\xa7\xd9\xbe\xdb\x8c\xd8\xb1\xe2\x84\xa2', 'timestamp': '2017-11-15 18:33:17', 'user': 'SufiLog', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'930861478621732864': {'fullname': b'AB\xc2\xa0\xe2\x9a\x93', 'timestamp': '2017-11-15 18:14:05', 'user': 'itsCaptainAB', 'replies': '0', 'likes': '3', 'retweets': '3'}}
{'930850472679890944': {'fullname': b'Kamran Khan Swati', 'timestamp': '2017-11-15 17:30:21', 'user': 'KamranKhanPMLN', 'replies': '0', 'likes': '2', 'retweets': '0'}}
{'930846075308724225': {'fullname': b'Kamran Khan Swati', 'timestamp': '2017-11-15 17:12:53', 'user': 'KamranKhanPMLN', 'replies': '0', 'likes': '32', 'retweets': '13'}}
{'930838865908289539': {'fullname': b'Umar Saddique', 'timestamp': '2017-11-15 16:44:14', 'user': 'umarpmlnn', 'replies': '2', 'likes': '205', 'retweets': '107'}}
{'896448121701584896': {'fullname': b'Urdu Shayeri', 'timestamp': '2017-08-12 19:07:42', 'user': 'urdu_Shayeri', 'replies': '0', 'likes': '1', 'retweets': '0'}}
{'896116405732388865': {'fullname': b'Syeda Shehla \xc2\xa0\xf0\x9f\x90\x86', 'timestamp': '2017-08-11 21:09:34', 'user': 'syedams1', 'replies': '0', 'likes': '3', 'retweets': '1'}}
{'896064595843887104': {'fullname': b'Asim Mardan', 'timestamp': '2017-08-11 17:43:42', 'user': 'asboasim', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'895992568332378113': {'fullname': b'Rubia Abrar \xd8\xb1\xd8\xa8\xdb\x8c\xd8\xb9\xdb\x81', 'timestamp': '2017-08-11 12:57:29', 'user': 'rubiaabrar', 'replies': '1', 'likes': '8', 'retweets': '3'}}
{'895970338646917121': {'fullname': b'Rubia Abrar \xd8\xb1\xd8\xa8\xdb\x8c\xd8\xb9\xdb\x81', 'timestamp': '2017-08-11 11:29:09', 'user': 'rubiaabrar', 'replies': '1', 'likes': '1', 'retweets': '0'}}
{'895927023767613440': {'fullname': b'Sajid Hussain', 'timestamp': '2017-08-11 08:37:02', 'user': 'cesajid', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'895775295646691329': {'fullname': b'(Naya Pakistan)\xc2\xa0\xf0\x9f\x8c\x9f\xc2\xa0\xf0\x9f\x90\xa6', 'timestamp': '2017-08-10 22:34:07', 'user': 'sufyansohail6', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'895668215589765120': {'fullname': b'\xd8\xab\xd8\xa7\xd9\x82\xd8\xa8 \xd8\xac\xd8\xa7\xd9\x88\xdb\x8c\xd8\xaf', 'timestamp': '2017-08-10 15:28:37', 'user': 'saqibjaved31', 'replies': '0', 'likes': '5', 'retweets': '5'}}
{'895663351786819584': {'fullname': b'Rizwan pasheymaan', 'timestamp': '2017-08-10 15:09:18', 'user': 'husnain_rizwan', 'replies': '0', 'likes': '1', 'retweets': '0'}}
{'895633514670030850': {'fullname': b'Adnan Zaheer Khawaja', 'timestamp': '2017-08-10 13:10:44', 'user': 'Adnan_Zaheer', 'replies': '0', 'likes': '7', 'retweets': '7'}}
{'895625462029877248': {'fullname': b'Syeda Arfa Kazmi\xc2\xa0\xf0\x9f\x91\xa7', 'timestamp': '2017-08-10 12:38:44', 'user': 'PTI_TS_Insafian', 'replies': '0', 'likes': '6', 'retweets': '7'}}
{'895623740947648512': {'fullname': b'Syeda Arfa Kazmi\xc2\xa0\xf0\x9f\x91\xa7', 'timestamp': '2017-08-10 12:31:54', 'user': 'PTI_TS_Insafian', 'replies': '0', 'likes': '6', 'retweets': '5'}}
{'895590803262775296': {'fullname': b'Shameen Goraya', 'timestamp': '2017-08-10 10:21:01', 'user': 'ShameenGoraya', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'895381143381569537': {'fullname': b'IMRAN', 'timestamp': '2017-08-09 20:27:54', 'user': 'imran_azad27', 'replies': '0', 'likes': '13', 'retweets': '12'}}
{'895220480143118336': {'fullname': b'Shameen Goraya', 'timestamp': '2017-08-09 09:49:29', 'user': 'ShameenGoraya', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'895182468432760834': {'fullname': b'Urdu Shayeri', 'timestamp': '2017-08-09 07:18:26', 'user': 'urdu_Shayeri', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'895031305796288512': {'fullname': b'Urdu Shayeri', 'timestamp': '2017-08-08 21:17:46', 'user': 'urdu_Shayeri', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'894408507331661824': {'fullname': b'Khurram', 'timestamp': '2017-08-07 04:03:00', 'user': 'MahmoodK69', 'replies': '3', 'likes': '22', 'retweets': '43'}}
{'894387094067478528': {'fullname': b'Urdu Shayeri', 'timestamp': '2017-08-07 02:37:54', 'user': 'urdu_Shayeri', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'942869786933030913': {'fullname': b'Rukhsana Qayyum Baig', 'timestamp': '2017-12-18 21:30:49', 'user': 'RukhsanaQ', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'942688114694414336': {'fullname': b'rizwana', 'timestamp': '2017-12-18 09:28:55', 'user': 'rizwanahaq', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'942382585614864384': {'fullname': b'Dr Humma Saeef', 'timestamp': '2017-12-17 13:14:51', 'user': 'HummaSaif', 'replies': '2', 'likes': '12', 'retweets': '3'}}
{'942047017051844609': {'fullname': b'Usman Mir', 'timestamp': '2017-12-16 15:01:25', 'user': 'theusmanmirsb', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'941937468533813248': {'fullname': b'Khalid Shahid Butt', 'timestamp': '2017-12-16 07:46:07', 'user': 'iamkhalidbutt', 'replies': '0', 'likes': '4', 'retweets': '7'}}
{'941724669970968576': {'fullname': b'Irfan Afridi', 'timestamp': '2017-12-15 17:40:32', 'user': 'IrfanAfridi85', 'replies': '0', 'likes': '2', 'retweets': '3'}}
{'941648737981616128': {'fullname': b'Ali Raza', 'timestamp': '2017-12-15 12:38:48', 'user': 'razajaf', 'replies': '0', 'likes': '2', 'retweets': '2'}}
{'941635370139217921': {'fullname': b'\xda\xaf\xd9\x88\xd8\xac\xd8\xb1\xd8\xa7\xd9\x86\xd9\x88\xd8\xa7\xd9\x84\xdb\x81 \xda\xa9\xd8\xa7 \xd9\x84\xdb\x8c\xda\xaf\xdb\x8c\xc2\xa0\xf0\x9f\x90\x86', 'timestamp': '2017-12-15 11:45:41', 'user': 'Abubakar7Bhatti', 'replies': '0', 'likes': '6', 'retweets': '5'}}
{'941390400044064768': {'fullname': b'Faheem Rehman', 'timestamp': '2017-12-14 19:32:16', 'user': 'its_faheem', 'replies': '0', 'likes': '2', 'retweets': '3'}}
{'941377268475138048': {'fullname': b'\xd8\xb9\xd9\x85\xd8\xb1\xda\xa9\xd8\xa7\xd8\xb4\xd9\x81', 'timestamp': '2017-12-14 18:40:05', 'user': 'iUmarKashif', 'replies': '1', 'likes': '3', 'retweets': '4'}}
{'941330525230456832': {'fullname': b'Asghar rafiqu', 'timestamp': '2017-12-14 15:34:20', 'user': 'Od2wFwlyN8mnrs2', 'replies': '0', 'likes': '2', 'retweets': '2'}}
{'941303390491086848': {'fullname': b'Syeda Shehla \xc2\xa0\xf0\x9f\x90\x86', 'timestamp': '2017-12-14 13:46:31', 'user': 'syedams1', 'replies': '1', 'likes': '16', 'retweets': '13'}}
{'941289842423590912': {'fullname': b'Syeda Shehla \xc2\xa0\xf0\x9f\x90\x86', 'timestamp': '2017-12-14 12:52:41', 'user': 'syedams1', 'replies': '0', 'likes': '9', 'retweets': '6'}}
{'941277515846430720': {'fullname': b'Osama Zafar Rawana', 'timestamp': '2017-12-14 12:03:42', 'user': 'Osama_Rawana', 'replies': '0', 'likes': '1', 'retweets': '2'}}
{'941216660303867909': {'fullname': b'MM Haider', 'timestamp': '2017-12-14 08:01:53', 'user': 'Mursalan', 'replies': '0', 'likes': '0', 'retweets': '1'}}
{'941189967493115904': {'fullname': b'Khalid Shahid Butt', 'timestamp': '2017-12-14 06:15:49', 'user': 'iamkhalidbutt', 'replies': '0', 'likes': '5', 'retweets': '7'}}
{'941174461033828352': {'fullname': b'Khalid Shahid Butt', 'timestamp': '2017-12-14 05:14:12', 'user': 'iamkhalidbutt', 'replies': '1', 'likes': '1', 'retweets': '4'}}
{'941174154153398272': {'fullname': b'Khalid Shahid Butt', 'timestamp': '2017-12-14 05:12:59', 'user': 'iamkhalidbutt', 'replies': '1', 'likes': '2', 'retweets': '3'}}
{'941173154512326657': {'fullname': b'Khalid Shahid Butt', 'timestamp': '2017-12-14 05:09:00', 'user': 'iamkhalidbutt', 'replies': '0', 'likes': '2', 'retweets': '3'}}
{'941022710028816384': {'fullname': b'Syeda Shehla \xc2\xa0\xf0\x9f\x90\x86', 'timestamp': '2017-12-13 19:11:12', 'user': 'syedams1', 'replies': '2', 'likes': '22', 'retweets': '11'}}
{'879086397549838337': {'fullname': b'Syed Iqtidar Ali', 'timestamp': '2017-06-25 21:18:24', 'user': 'Iqtidar1981', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'878943232385835008': {'fullname': b'Bishop Dillwala', 'timestamp': '2017-06-25 11:49:31', 'user': 'NaughtyCaller', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'878937927203655684': {'fullname': b'Bishop Dillwala', 'timestamp': '2017-06-25 11:28:26', 'user': 'NaughtyCaller', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'878888885467656193': {'fullname': b'Zubair Sheikh', 'timestamp': '2017-06-25 08:13:33', 'user': 'mzs321', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'878883530163363840': {'fullname': b'\xd8\xad\xd8\xb1\xdb\x8c\xd9\x85', 'timestamp': '2017-06-25 07:52:17', 'user': 'HareemAzher', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'878778246099333121': {'fullname': b'\xd8\xb3\xdb\x94\xd8\xb4', 'timestamp': '2017-06-25 00:53:55', 'user': 'sirsirajshah', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'878755329181458433': {'fullname': b'M Haseeb Chaudary', 'timestamp': '2017-06-24 23:22:51', 'user': 'HaseebChPTI', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'878706610641698816': {'fullname': b'Zawar Mohsin Mirza', 'timestamp': '2017-06-24 20:09:16', 'user': 'MirzaZawar', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'878685850631983104': {'fullname': b'Ali Thaheem', 'timestamp': '2017-06-24 18:46:46', 'user': 'alithaheem', 'replies': '2', 'likes': '25', 'retweets': '14'}}
{'878551927092465664': {'fullname': b'\xd8\xad\xd8\xb1\xdb\x8c\xd9\x85', 'timestamp': '2017-06-24 09:54:36', 'user': 'HareemAzher', 'replies': '0', 'likes': '0', 'retweets': '0'}}
{'878305097763102721': {'fullname': b'\xc2\xa0\xf0\x9f\x92\x8e\xc2\xa0\xf0\x9f\x92\x8ePmlN Follow Help 13K \xc2\xa0\xf0\x9f\x92\x8e\xc2\xa0\xf0\x9f\x92\x8e', 'timestamp': '2017-06-23 17:33:48', 'user': 'ThinkTank1PmlN', 'replies': '0', 'likes': '2', 'retweets': '1'}}
{'878176834013208576': {'fullname': b'Khalid', 'timestamp': '2017-06-23 09:04:07', 'user': 'KKN_666666', 'replies': '0', 'likes': '2', 'retweets': '0'}}
{'878139874049576961': {'fullname': b'Aman @fridi', 'timestamp': '2017-06-23 06:37:15', 'user': 'qalander1930', 'replies': '0', 'likes': '0', 'retweets': '0'}}
